news_title,news_text
"Since this pandemic, I want to play as much as I can: Moeen Ali","
England's Moeen Ali has said that he wants to play as much as he can once cricket resumes after the coronavirus pandemic. ""Since the whole pandemic thing I want to play as much as I can...cricket at the highest level will probably finish for me in two or three years...I want to make the most of it,"" he stated. 

short by Ankur Taliyan / 
      05:52 pm on 08 May

"
"Shocked, ashamed: Rahul on death of migrant labourers in train mishap","
Congress leader Rahul Gandhi said he is ""shocked"" to hear the news of the death of 16 migrant workers who were run over by a goods train in Maharashtra's Aurangabad. ""We should be ashamed at the treatment meted out to the builders of our nation,"" he tweeted. Rahul criticised the government for not making ""timely arrangements"" for labourers amid lockdown. 

short by Kiran Khatri / 
      04:09 pm on 08 May

"
India's fuel demand growth could return to normal by mid-May: Oil Minister,"
Oil Minister Dharmendra Pradhan has said the fuel demand growth in India could return to normal levels by mid-May as the government is taking steps to end the coronavirus lockdown. ""Since last two weeks there is a gradual increase in the demand, very slow,"" Pradhan added. Further, he said, refiners have been ""facing severe"" inventory loss and market loss.

short by Kiran Khatri / 
      06:03 pm on 08 May

"
Hindu priest invited by US Prez Trump chants Vedic prayer at White House,"
A Hindu priest, who was invited by US President Donald Trump on the occasion of National Day of Prayer Service, chanted the Vedic Shanti Path at the White House. ""In these troubled times of COVID-19...it is not unusual for people to feel...not at peace,"" Harish Brahmbhatt said. ""It's a Vedic prayer derived from Yajurveda,"" he added before reciting the prayer.

short by Ankush Verma / 
      01:51 pm on 08 May

"
"45 COVID-19 cases in Karnataka in less than 24 hours, total reaches 750","
Karnataka has reported 45 new COVID-19 cases in less than 24 hours, taking the total number of cases in the state to 750, the state health department said on Friday. As many as 371 coronavirus patients have been discharged, while 30 patients have passed away. Meanwhile, the total number of cases in India has crossed 56,000.

short by Aarushi Maheshwari / 
      03:02 pm on 08 May

"
"Coronavirus not deadly, Centre must allay fears over it: Rahul","
Claiming coronavirus is dangerous only for a few categories of people, Congress' Rahul Gandhi on Friday stated, ""We have to make a psychological change in the mind of the people."" He added, ""The government, if it wants to open up, will have to turn this fear into a sense of confidence...The lockdown doesn't mean switching the key on and off.""

short by Aarushi Maheshwari / 
      02:55 pm on 08 May

"
"Facebook, Google to let employees work from home until the end of 2020","
Facebook and Google have announced that they will let most of their employees continue working from home through the end of 2020. Facebook said it would reopen offices on July 6, while Google plans to open them in June or July when coronavirus lockdowns are gradually lifted. However, only those employees who need to work on-site will return to offices.

short by Dharna / 
      02:27 pm on 08 May

"
"States should consider home delivery of liquor, we won't pass any order: SC","
The Supreme Court on Friday rejected a petition seeking clarity on the sale of liquor and to ensure social distancing while it is being sold in shops amid the lockdown. ""We will not pass any order but the states should consider indirect sale/home delivery of liquor to maintain social distancing norms and standards,"" the apex court said.

short by Ankush Verma / 
      02:15 pm on 08 May

"
"Lockdown not ON/OFF switch, need plan to open it: Rahul Gandhi","
Congress leader Rahul Gandhi on Friday said the central government needs to be transparent about lifting of coronavirus lockdown and the criteria being considered for its lifting. ""Opening (of lockdown) is a transition. It's not an ON/OFF switch...and you have to have a strategy for [it]. It will require coordination between state, central governments,"" said Rahul during a press briefing. 

short by Sakshita Khosla / 
      04:00 pm on 08 May

"
2 hospital staffers held for molesting COVID-19 patient in Greater Noida,"
Two staffers of a private hospital in Greater Noida were arrested on Thursday for allegedly molesting a 20-year-old coronavirus patient on the pretext of taking her samples. The two accused worked in the isolation ward where she had been admitted after giving birth in April. The accused, who have been housed in a temporary jail, will be tested for coronavirus. 

short by Aarushi Maheshwari / 
      01:46 pm on 08 May

"
"China-backed AIIB approves ₹3,800 crore loan for India's COVID-19 response ","
China-backed Asian Infrastructure Investment Bank (AIIB) on Friday approved a $500 million (₹3,800 crore) loan to support India's fight against COVID-19. AIIB said the loan is intended to help the Indian government strengthen its public health system, prepare for future outbreaks, and limit the transmission of cases. The project will be co-financed by the World Bank.

short by Krishna Veera Vanamali / 
      02:47 pm on 08 May

"
22 migrants escape from COVID-19 quarantine centre in Chhattisgarh,"
Twenty-two migrant labourers who had returned from Telangana ran away from a quarantine facility in a police station in the Maoist-affected Dantewada district of Chhattisgarh on Thursday night. Dantewada DC Topeshwar Verma stated that a total of 47 migrant workers who had returned from Telangana and Andhra Pradesh were housed in the facility but none of them had coronavirus symptoms.

short by Aarushi Maheshwari / 
      03:08 pm on 08 May

"
Selling my possessions so people can't attack me for being a billionaire: Musk,"
Elon Musk explained that he decided to sell almost all his physical possessions so that people can no longer ""attack"" him for being a billionaire. On the Joe Rogan podcast, Musk said, ""I think possessions kind of weigh you down...They're kind of an attack vector."" He added, ""In recent years, 'billionaire' has become a pejorative...It's like that's a bad thing.""

short by Dharna / 
      03:10 pm on 08 May

"
"Maharashtra, MP announce ₹5L ex-gratia for kin of deceased in train mishap","
Condoling the death of 16 migrant workers from MP who were run over by a train in Maharashtra, MP CM Shivraj Singh Chouhan announced financial assistance of ₹5 lakh each to their families. Maharashtra has also announced compensation of ₹5 lakh each for their kin. The migrants had walked for 36 kilometres before they decided to rest on the tracks.

short by Aarushi Maheshwari / 
      03:12 pm on 08 May

"
NGT directs LG Polymers to pay initial amount of ₹50 crore over Vizag gas leak,"
The National Green Tribunal (NGT) on Friday directed LG Polymers India Private Limited to deposit an initial amount of ₹50 crore in view of damages due to the gas leak incident in Andhra Pradesh's Visakhapatnam. NGT also sent notices to Union Environment Ministry, Central Pollution Control Board and LG Polymers India over the incident that killed at least 11 people.

short by Sakshita Khosla / 
      03:35 pm on 08 May

"
"India Air Force fighter aircraft crashes in Punjab, pilot ejects safely","
A MiG-29 fighter aircraft of the Indian Air Force (IAF) on a training mission crashed near Punjab's Hoshiarpur district on Friday. The aircraft had developed a technical snag and the pilot ejected safely as he was unable to control the aircraft, IAF said in a statement. ""The pilot is perfectly fine,"" Hoshiarpur Senior Superintendent of Police Gaurav Garg said.

short by Kirti Joshi / 
      03:52 pm on 08 May

"
"Andhra reports 54 coronavirus cases, 3 deaths in 24 hours","
As many as 54 new COVID-19 cases and 3 deaths have been reported in Andhra Pradesh in the last 24 hours, the state government has stated. With this, the total number of coronavirus cases in the state has risen to 1,887. Meanwhile, 842 coronavirus patients in the state have been discharged from hospitals and 41 have passed away.  

short by Aarushi Maheshwari / 
      03:56 pm on 08 May

"
